sample_id,class_name,method_name,code_sample,label
83245,PostRequestWithPayloadResponse,afterRequest,"class PostRequestWithPayloadResponse {
      protected T afterRequest(Serializer<K, V, T> serializer, HttpEntity entity) throws IOException {
        return serializer.deserialize(entityAsString(entity), responseClass);
      }
}

class Serializer {
    public void deserialize() {}
}",0
83246,PutRequest,makeRequest,"class PutRequest {
      protected Request makeRequest(Serializer<T, Void, Void> serializer) {
        Request request = Request
            .Put(makeUrl())
            .setHeaders(standardPostHeaders());
        request.bodyString(serializer.serialize(body), ContentType.APPLICATION_JSON);
        return request;
      }
}

class Request {
    public void Put() {}
}

class Request {
    public void bodyString() {}
}

class Serializer {
        public abstract void serialize(Object object, ObjectContext context, SerializationContext serializationContext);
}",1
83247,ProducerManager,makeProducer,"class ProducerManager {
      public IConfiguredEventProducer makeProducer() {
        EventProducer producer = findProducer();
        producer.connect();
        return new ConfiguredEventProducer(
            producer,
            SpDataFormatManager.getFormatDefinition()
        );
      }
}

class Producer {
    public void connect() {}
}",1
83248,Subscription,unsubscribe,"class Subscription {
      public void unsubscribe() {
        if (consumer.isConnected()) {
          consumer.disconnect();
        }
      }
}

class Consumer {
       void disconnect();
    public void isConnected() {}
}",1
83249,ListSerializer,deserialize,"class ListSerializer {
      public List<V> deserialize(String response, Class<V> targetClass) {
        CollectionType listType = objectMapper.getTypeFactory()
            .constructCollectionType(List.class, targetClass);
        try {
          return objectMapper.readValue(response, listType);
        } catch (JsonProcessingException e) {
          throw new SpRuntimeException(e.getCause());
        }
      }
}

class ObjectMapper {
    public void readValue() {}
    public void getTypeFactory() {}
}

class e {
    public void getCause() {}
}",1
83250,ObjectSerializer,deserialize,"class ObjectSerializer {
      public V deserialize(String response, Class<V> targetClass) {
        try {
          return objectMapper.readValue(response, targetClass);
        } catch (JsonProcessingException e) {
          e.printStackTrace();
          throw new SpRuntimeException(e.fillInStackTrace());
        }
      }
}

class ObjectMapper {
    public void readValue() {}
}

class e {
    public void printStackTrace() {}
    public void fillInStackTrace() {}
}",1
83251,Serializer,serialize,"class Serializer {
      public String serialize(K object) {
        try {
          return objectMapper.writeValueAsString(object);
        } catch (JsonProcessingException e) {
          throw new SpRuntimeException(e.getCause());
        }
      }
}

class ObjectMapper {
    public void writeValueAsString() {}
}

class e {
    public void getCause() {}
}",1
83252,Example,main,"class Example {
      public static void main(String[] args) {
        CredentialsProvider credentials = StreamPipesCredentials.withServiceToken(""sp-service-client"", ""my-apache-streampipes-secret-key-change-me"");
        StreamPipesClient client = StreamPipesClient
                .create(""localhost"", 8082, credentials, true);
        List<Pipeline> pipelines = client.pipelines().all();
        System.out.println(pipelines.size());
      }
}

class StreamPipesCredentials {
      public static CredentialsProvider withServiceToken(String username,
                                                         String tokenSecret) {
        return new StreamPipesTokenCredentials(username, tokenSecret);
      }
}

class StreamPipesClient {
      public static StreamPipesClient create(String streamPipesHost,
                                             Integer streamPipesPort,
                                             CredentialsProvider credentials,
                                             boolean httpsDisabled) {
        return new StreamPipesClient(streamPipesHost, streamPipesPort, credentials, httpsDisabled);
      }
}

class Client {
    public void pipelines() {}
}",0
83253,StreamPipesClientExample,main,"class StreamPipesClientExample {
      public static void main(String[] args) {
        CredentialsProvider credentials = StreamPipesCredentials
                .withApiKey(""admin@streampipes.apache.org"", ""oKv1uyNjAgXfuPcMBX5Sityy"");
        StreamPipesClient client = StreamPipesClient
                .create(""localhost"", 8082, credentials, true);
        List<SpDataStream> dataStreams = client.streams().all();
        System.out.println(dataStreams.size());
}

class StreamPipesCredentials {
      public static CredentialsProvider withApiKey(String username,
                                                   String apiKey) {
        return new StreamPipesApiKeyCredentials(username, apiKey);
      }
}

class StreamPipesClient {
      public static StreamPipesClient create(String streamPipesHost,
                                             Integer streamPipesPort,
                                             CredentialsProvider credentials,
                                             boolean httpsDisabled) {
        return new StreamPipesClient(streamPipesHost, streamPipesPort, credentials, httpsDisabled);
      }
}

class Client {
    public void streams() {}
}",0
83254,EmailPublisher,onInvocation,"class EmailPublisher {
        public void onInvocation(EmailParameters parameters, EventSinkRuntimeContext runtimeContext) {
            this.preparedEmail = new SpEmail();
            this.preparedEmail.setRecipients(Collections.singletonList(parameters.getToEmailAddress()));
            this.preparedEmail.setSubject(parameters.getSubject());
            this.silentPeriodInSeconds = parameters.getSilentPeriod() * 60;
            this.client = runtimeContext.getStreamPipesClient();
            this.originalContent = parameters.getContent();
        }
}

class Parameters {
    public void getToEmailAddress() {}
    public void getSilentPeriod() {}
    public void getSubject() {}
    public void getContent() {}
}

class RuntimeContext {
    public void getStreamPipesClient() {}
}",1
83255,EmailPublisher,onEvent,"class EmailPublisher {
        public void onEvent(Event inputEvent) {
            if (shouldSendMail()) {
                String message = PlaceholderExtractor.replacePlaceholders(inputEvent, this.originalContent);
                this.preparedEmail.setMessage(message);
                this.client.deliverEmail(this.preparedEmail);
                this.lastMailEpochSecond = Instant.now().getEpochSecond();
            }
        }
}

class Instant {
    public void now() {}
}",1
83256,EmailPublisher,shouldSendMail,"class EmailPublisher {
        private boolean shouldSendMail() {
            if (this.lastMailEpochSecond == -1) {
                return true;
            } else {
                return Instant.now().getEpochSecond() >= (this.lastMailEpochSecond + this.silentPeriodInSeconds);
            }
        }
}

class Instant {
    public void now() {}
}",0
83257,DataLakeController,onInvocation,"class DataLakeController {
      public ConfiguredEventSink<DataLakeParameters> onInvocation(DataSinkInvocation graph,
                                                                  DataSinkParameterExtractor extractor) {
        String measureName = extractor.singleValueParameter(DATABASE_MEASUREMENT_KEY, String.class);
        measureName = DataLake.prepareString(measureName);
        String timestampField = extractor.mappingPropertyValue(TIMESTAMP_MAPPING_KEY);
        Integer batch_size = 2000;
        Integer flush_duration = 500;
        DataLakeParameters params = new DataLakeParameters(graph,
                measureName,
                timestampField,
                batch_size,
                flush_duration);
        return new ConfiguredEventSink<>(params, DataLake::method);
      }
}

class Extractor {
    public void singleValueParameter() {}
    public void mappingPropertyValue() {}
}",1
83258,CalculateDuration,onEvent,"class CalculateDuration {
      public void onEvent(Event inputEvent, SpOutputCollector out) {
        Long start = inputEvent.getFieldBySelector(startTs).getAsPrimitive().getAsLong();
        Long end = inputEvent.getFieldBySelector(endTs).getAsPrimitive().getAsLong();
        Long duration = end - start;
        if (unit.equals(CalculateDurationController.MS)) {
          inputEvent.addField(durationName, duration);
        } else if (unit.equals(CalculateDurationController.SECONDS)) {
          inputEvent.addField(durationName, (duration + 500) / 1000);
        } else if (unit.equals(CalculateDurationController.MINUTES)) {
          inputEvent.addField(durationName, (duration + 30000) / 60000);
        } else {
          inputEvent.addField(durationName, (duration + 1800000) / 3600000);
        }
        out.collect(inputEvent);
      }
}

class Unit {
    public void equals() {}
}",0
83259,StringToState,onEvent,"class StringToState {
      public void onEvent(Event inputEvent, SpOutputCollector out) {
        List<String> states = new ArrayList<>();
        for (String stateField : stateFields) {
          states.add(inputEvent.getFieldBySelector(stateField).getAsPrimitive().getAsString());
        }
        inputEvent.addField(StringToStateController.CURRENT_STATE, states.toArray());
        out.collect(inputEvent);
      }
}

class States {
    public void toArray() {}
    public void add() {}
}",0
83260,StateBuffer,onEvent,"class StateBuffer {
      public void onEvent(Event inputEvent, SpOutputCollector out) {
        long timestamp = inputEvent.getFieldBySelector(this.timeProperty).getAsPrimitive().getAsLong();
        List<String> states = inputEvent.getFieldBySelector(this.stateProperty).getAsList().parseAsSimpleType(String.class);
        double value = inputEvent.getFieldBySelector(this.sensorValueProperty).getAsPrimitive().getAsDouble();
        for (String state : states) {
          if (stateBuffer.containsKey(state)) {
            stateBuffer.get(state).add(value);
          } else {
            List tmp = new ArrayList();
            tmp.add(value);
            stateBuffer.put(state, tmp);
          }
        }
        List<String> keysToRemove = new ArrayList<>();
        for (String key : stateBuffer.keySet()) {
          if (!states.contains(key)) {
              Event resultEvent  = new Event();
              resultEvent.addField(StateBufferController.VALUES, stateBuffer.get(key));
              resultEvent.addField(StateBufferController.STATE, Arrays.asList(key));
              resultEvent.addField(StateBufferController.TIMESTAMP, timestamp);
            out.collect(resultEvent);
              keysToRemove.add(key);
          }
        }
        for (String s : keysToRemove) {
          stateBuffer.remove(s);
        }
      }
}

class States {
    public void contains() {}
}",0
83261,BooleanToState,onInvocation,"class BooleanToState {
      public void onInvocation(BooleanToStateParameters booleanInverterParameters,
                               SpOutputCollector spOutputCollector,
                               EventProcessorRuntimeContext runtimeContext) {
        LOG = booleanInverterParameters.getGraph().getLogger(BooleanToState.class);
        this.stateFields = booleanInverterParameters.getStateFields();
        this.defaultState = booleanInverterParameters.getDefaultState();
        this.jsonConfiguration = booleanInverterParameters.getJsonConfiguration();
      }
}

class BooleanInverterParameters {
    public void getStateFields() {}
    public void getDefaultState() {}
    public void getGraph() {}
    public void getJsonConfiguration() {}
}",1
83262,CountArray,onInvocation,"class CountArray {
        public void onInvocation(CountArrayParameters params, SpOutputCollector spOutputCollector, EventProcessorRuntimeContext runtimeContext) {
            LOG = params.getGraph().getLogger(CountArray.class);
            this.splitArrayParameters = params;
        }
}

class Params {
    public void getGraph() {}
}",1
83263,CountArray,onEvent,"class CountArray {
        public void onEvent(Event event, SpOutputCollector out) {
            String arrayField = splitArrayParameters.getArrayField();
            List<AbstractField> allEvents = event.getFieldBySelector(arrayField).getAsList().getRawValue();
            event.addField(CountArrayController.COUNT_NAME, allEvents.size());
            out.collect(event);
        }
}

class Event {
    public void addField() {}
    public void getFieldBySelector() {}
}",1
83264,FieldHasher,flatMap,"class FieldHasher {
      public void flatMap(Event in,
                          Collector<Event> out) throws Exception {
        in.updateFieldBySelector(propertyName,
                hashAlgorithm.toHashValue(in.getFieldBySelector(propertyName).getAsPrimitive().getAsString()));
        out.collect(in);
      }
}

class In {
    public void getFieldBySelector() {}
    public void updateFieldBySelector() {}
}

class HashAlgorithm {
    public void toHashValue() {}
}",0
83265,MeasurementUnitConverter,flatMap,"class MeasurementUnitConverter {
        public void flatMap(Event in, Collector<Event> out) throws Exception {
            Unit inputUnit = UnitProvider.INSTANCE.getUnit(inputUnitUri);
            Unit outputUnit = UnitProvider.INSTANCE.getUnit(outputUnitUri);
            Double value = (double) in.getFieldBySelector(convertProperty).getAsPrimitive()
                    .getAsDouble();
            Quantity obs = new Quantity(value, inputUnit);
            Double newValue = obs.convertTo(outputUnit).getValue();
            in.updateFieldBySelector(convertProperty, newValue);
            out.collect(in);
        }
}

class In {
    public void getFieldBySelector() {}
    public void updateFieldBySelector() {}
}",0
83266,FieldRenamer,flatMap,"class FieldRenamer {
      public void flatMap(Event in,
                          Collector<Event> out) throws Exception {
        AbstractField<?> propertyValue = in.getFieldBySelector(oldPropertyName);
        in.removeFieldBySelector(oldPropertyName);
        in.addField(newPropertyName, propertyValue);
        out.collect(in);
      }
}

class In {
    public void addField() {}
    public void removeFieldBySelector() {}
    public void getFieldBySelector() {}
}",0
83267,Md5HashAlgorithm,toHashValue,"class Md5HashAlgorithm {
    	public String toHashValue(Object value) {
    		return DigestUtils.md5Hex(String.valueOf(value));
    	}
}

class DigestUtils {
        public static String md5Hex(final String data) {
            return Hex.encodeHexString(md5(data));
        }
}",1
83268,Sha1HashAlgorithm,toHashValue,"class Sha1HashAlgorithm {
    	public String toHashValue(Object value) {
    		return DigestUtils.shaHex(String.valueOf(value));
    	}
}

class DigestUtils {
        public static String shaHex(final String data) {
            return sha1Hex(data);
        }
}",1
83269,Sha2HashAlgorithm,toHashValue,"class Sha2HashAlgorithm {
    	public String toHashValue(Object value) {
    		return DigestUtils.sha256Hex(String.valueOf(value));
    	}
}

class DigestUtils {
        public static String sha256Hex(final String data) {
            return Hex.encodeHexString(sha256(data));
        }
}",1
83270,EntityExtraction,flatMap,"class EntityExtraction {
      public void flatMap(Map<String, Object> in, Collector<Map<String, Object>> out) throws Exception {
        String value = String.valueOf(in.get(fieldName));
        Span[] entities = nameFinder.find(new String[] {value});
        out.collect(in);
      }
}

class In {
    public void get() {}
}",0
83271,MapKeySelector,getKeySelector,"class MapKeySelector {
      public KeySelector<Event, String> getKeySelector() {
        return new KeySelector<Event, String>() {
          public String getKey(Event in) throws Exception {
            return in.getFieldBySelector(groupBy).getAsPrimitive().getAsString();
          }
        };
      }
}

class In {
    public void getFieldBySelector() {}
}",1
83272,TimeUnitConverter,toTime,"class TimeUnitConverter {
      public static Time toTime(TimeUnit timeUnit, long value) {
        if (timeUnit == TimeUnit.Seconds) {
          return Time.seconds(value);
        } else if (timeUnit == TimeUnit.Minutes) {
          return Time.minutes(value);
        } else {
          return Time.hours(value);
        }
      }
}

class Time {
    public void seconds() {}
    public void hours() {}
    public void minutes() {}
}",0
83273,TimestampExtractor,extractAscendingTimestamp,"class TimestampExtractor {
      public long extractAscendingTimestamp(Event in) {
        return in.getFieldBySelector(timestampField).getAsPrimitive().getAsLong();
      }
}

class In {
    public void getFieldBySelector() {}
}",1
83274,KDTree,findNearest,"class KDTree {
        private KDNode<T> findNearest(KDNode<T> currentNode, T search, int depth) {
            int direction = search.getComparator(depth % 3).compare( search, currentNode.location );
            KDNode<T> next = (direction < 0) ? currentNode.left : currentNode.right;
            KDNode<T> other = (direction < 0) ? currentNode.right : currentNode.left;
            KDNode<T> best = (next == null) ? currentNode : findNearest(next, search, depth + 1);
            if ( currentNode.location.squaredDistance(search) < best.location.squaredDistance(search) ) {
                best = currentNode;
            }
            if ( other != null ) {
                if ( currentNode.location.axisSquaredDistance(search, depth % 3) < best.location.squaredDistance(search) ) {
                    KDNode<T> possibleBest = findNearest( other, search, depth + 1 );
                    if (  possibleBest.location.squaredDistance(search) < best.location.squaredDistance(search) ) {
                        best = possibleBest;
                    }
                }
            }
            return best;
        }
}

class Search {
    public void getComparator() {}
}",0
83275,KDTree,createKDTree,"class KDTree {
        private KDNode<T> createKDTree( List<T> items, int depth ) {
            if ( items.isEmpty() ) {
                return null;
            }
            Collections.sort(items, items.get(0).getComparator(depth % 3));
            int currentIndex = items.size()/2;
            return new KDNode<T>(createKDTree(new ArrayList<T>(items.subList(0, currentIndex)), depth+1), createKDTree(new ArrayList<T>(items.subList(currentIndex + 1, items.size())), depth+1), items.get(currentIndex));
        }
}

class Items {
    public void subList() {}
    public void size() {}
    public void get() {}
    public void isEmpty() {}
}",1
83276,SetEPSG,onInvocation,"class SetEPSG {
      public void onInvocation(SetEpsgParameter params, SpOutputCollector spOutputCollector, EventProcessorRuntimeContext runtimeContext) {
        LOG = params.getGraph().getLogger(SetEPSG.class);
        this.epsg = params.getEpsg();
      }
}

class Params {
    public void getGraph() {}
    public void getEpsg() {}
}",1
83277,SetEPSG,onEvent,"class SetEPSG {
      public void onEvent(Event in, SpOutputCollector out) {
        in.addField(SetEpsgController.EPSG_RUNTIME, epsg);
        out.collect(in);
      }
}

class In {
    public void addField() {}
}",0
83278,CreateTrajectoryFromPoints,onInvocation,"class CreateTrajectoryFromPoints {
      public void onInvocation(CreateTrajectoryFromPointsParameter params, SpOutputCollector spOutputCollector, EventProcessorRuntimeContext runtimeContext) {
        LOG = params.getGraph().getLogger(CreateTrajectoryFromPointsParameter.class);
        this.geom_wkt = params.getWkt();
        this.epsg_code = params.getEpsg();
        this.m_value = params.getM();
        trajectory = new SpTrajectoryBuilder(params.getSubpoints(), params.getDescription());
      }
}

class Params {
    public void getSubpoints() {}
    public void getM() {}
    public void getWkt() {}
    public void getGraph() {}
    public void getDescription() {}
    public void getEpsg() {}
}",1
83279,CreateTrajectoryFromPoints,onEvent,"class CreateTrajectoryFromPoints {
      public void onEvent(Event in, SpOutputCollector out) {
        String wkt = in.getFieldBySelector(geom_wkt).getAsPrimitive().getAsString();
        Integer epsg = in.getFieldBySelector(epsg_code).getAsPrimitive().getAsInt();
        Integer m = in.getFieldBySelector(m_value).getAsPrimitive().getAsInt();
        Point eventGeom = (Point) SpGeometryBuilder.createSPGeom(wkt, epsg);
        trajectory.addPointToTrajectory(eventGeom, m);
        LineString geom = trajectory.returnAsLineString(eventGeom.getFactory());
        in.addField(CreateTrajectoryFromPointsController.DESCRIPTION_RUNTIME, trajectory.getDescription());
        in.addField(CreateTrajectoryFromPointsController.WKT_RUNTIME, geom.toString());
        out.collect(in);
      }
}

class In {
    public void addField() {}
    public void getFieldBySelector() {}
}",0
83280,SpatialGridEnricher,flatMap,"class SpatialGridEnricher {
      public void flatMap(Event in, Collector<Event> out) throws
              Exception {
        Double latitude = in.getFieldBySelector(settings.getLatPropertyName()).getAsPrimitive()
                .getAsDouble();
        Double longitude = in.getFieldBySelector(settings.getLngPropertyName()).getAsPrimitive().getAsDouble();
        CellOption result = calculator.computeCells(latitude, longitude);
        out.collect(toOutput(in, result));
      }
}

class In {
    public void getFieldBySelector() {}
}

class Settings {
    public void getLatPropertyName() {}
    public void getLngPropertyName() {}
}

class Calculator {
    public void computeCells() {}
}",1
83281,SpatialGridEnricher,toOutput,"class SpatialGridEnricher {
      private Event toOutput(Event in, CellOption result) {
        in.addField(SpatialGridConstants.GRID_X_KEY, result.getCellX());
        in.addField(SpatialGridConstants.GRID_Y_KEY, result.getCellY());
        in.addField(SpatialGridConstants.GRID_CELLSIZE_KEY, result.getCellSize());
        in.addField(SpatialGridConstants.GRID_LAT_NW_KEY, result.getLatitudeNW());
        in.addField(SpatialGridConstants.GRID_LON_NW_KEY, result.getLongitudeNW());
        in.addField(SpatialGridConstants.GRID_LAT_SE_KEY, result.getLatitudeSE());
        in.addField(SpatialGridConstants.GRID_LON_SE_KEY, result.getLongitudeSE());
        return in;
      }
}

class In {
    public void addField() {}
}

class Result {
    public void getLatitudeNW() {}
    public void getLatitudeSE() {}
    public void getCellX() {}
    public void getCellSize() {}
    public void getLongitudeNW() {}
    public void getCellY() {}
    public void getLongitudeSE() {}
}",1
83282,SizeMeasure,onEvent,"class SizeMeasure {
      public void onEvent(Event event, SpOutputCollector spOutputCollector) {
        try {
          double size = getSizeInBytes(event.getRaw());
          if (sizeMeasureParameters.getSizeUnit().equals(SizeMeasureController.KILOBYTE_SIZE)) {
            size /= 1024;
          } else if (sizeMeasureParameters.getSizeUnit().equals(SizeMeasureController.MEGABYTE_SIZE)) {
            size /= 1048576;
          }
          event.addField(SizeMeasureController.EVENT_SIZE, size);
          spOutputCollector.collect(event);
        } catch (IOException e) {
          e.printStackTrace();
        }
      }
}

class Event {
    public void addField() {}
    public void getRaw() {}
}

class SpOutputCollector {
      void collect(Event event);
}

class e {
    public void printStackTrace() {}
}",0
83283,TimestampEnricher,flatMap,"class TimestampEnricher {
      public void flatMap(Event in,
                          Collector<Event> out) throws Exception {
        in.addField(appendTimePropertyName, System.currentTimeMillis());
        out.collect(in);
      }
}

class In {
    public void addField() {}
}",0
83284,Trigonometry,flatMap,"class Trigonometry {
        public void flatMap(Event in, Collector<Event> out) throws Exception {
            double value = in.getFieldBySelector(operand).getAsPrimitive().getAsDouble();
            double result;
            if (operation == Operation.SIN) {
                result = Math.sin(value);
            } else if (operation == Operation.COS) {
                result = Math.cos(value);
            } else {
                result = Math.tan(value);
            }
            in.addField(resultField, result);
            out.collect(in);
        }
}

class In {
    public void addField() {}
    public void getFieldBySelector() {}
}",0
83285,UrlDereferencingController,getRuntime,"class UrlDereferencingController {
        public FlinkDataProcessorRuntime<UrlDereferencingParameter> getRuntime(DataProcessorInvocation graph,
                                                                               ProcessingElementParameterExtractor extractor,
                                                                               ConfigExtractor configExtractor,
                                                                               StreamPipesClient streamPipesClient) {
            String urlString = extractor.mappingPropertyValue(URL);
            UrlDereferencingParameter staticParam = new UrlDereferencingParameter(graph, urlString, APPEND_HTML);
            return  new UrlDereferencingProgram(staticParam, EnricherFlinkConfig.INSTANCE.getDebug());
        }
}

class Extractor {
    public void mappingPropertyValue() {}
}",0
83286,MathOp,flatMap,"class MathOp {
        public void flatMap(Event in, Collector<Event> out) throws Exception {
            Double leftValue  = in.getFieldBySelector(leftOperand).getAsPrimitive().getAsDouble();
            Double rightValue = in.getFieldBySelector(rightOperand).getAsPrimitive().getAsDouble();
            Double result = operation.operate(leftValue, rightValue);
            in.addField(resulField, result);
            out.collect(in);
        }
}

class In {
    public void addField() {}
    public void getFieldBySelector() {}
}

class Operation {
    public void operate() {}
}",0
83287,StaticMathOp,flatMap,"class StaticMathOp {
        public void flatMap(Event in, Collector<Event> out) throws Exception {
            Double leftValue  = Double.parseDouble(String.valueOf(in.getFieldBySelector(leftOperand)
                    .getAsPrimitive().getAsDouble()));
            Double result = operation.operate(leftValue, rightOperandValue);
            in.updateFieldBySelector(leftOperand, result);
            out.collect(in);
        }
}

class In {
    public void getFieldBySelector() {}
    public void updateFieldBySelector() {}
}

class Operation {
    public void operate() {}
}",0
83288,Cusum,onInvocation,"class Cusum {
        public void onInvocation(CusumParameters parameters, SpOutputCollector spOutputCollector, EventProcessorRuntimeContext runtimeContext) throws SpRuntimeException {
            this.selectedNumberMapping = parameters.getSelectedNumberMapping();
            k = parameters.getParamK();
            h = parameters.getParamH();
            cusumLow = 0.0;
            cusumHigh = 0.0;
            welfordAggregate = new WelfordAggregate();
        }
}

class Parameters {
    public void getParamK() {}
    public void getSelectedNumberMapping() {}
    public void getParamH() {}
}",1
83289,Cusum,onEvent,"class Cusum {
        public void onEvent(Event event, SpOutputCollector collector) throws SpRuntimeException {
            Double number = event.getFieldBySelector(selectedNumberMapping).getAsPrimitive().getAsDouble();
            welfordAggregate.update(number);
            Double normalized = getZScoreNormalizedValue(number);
            updateStatistics(normalized);
            Boolean isChangeHigh = getTestResult(cusumHigh, h);
            Boolean isChangeLow = getTestResult(cusumLow, h);
            Event updatedEvent = updateEvent(event, cusumLow, cusumHigh, isChangeLow, isChangeHigh);
            collector.collect(updatedEvent);
            if (isChangeHigh || isChangeLow) {
                resetAfterChange();
            }
        }
}

class Event {
    public void getFieldBySelector() {}
}

class WelfordAggregate {
      public void update(Double newValue) {
        count++;
        Double delta = mean != null ? newValue - mean : 0.0;
        mean += delta / count;
        Double delta2 = newValue - mean;
        m2 += delta * delta2;
      }
}

class Collector {
      void collect(T elem);
}",0
83290,Cusum,updateEvent,"class Cusum {
        private Event updateEvent(Event event, Double cusumLow, Double cusumHigh, Boolean decisionLow, Boolean decisionHigh) {
            event.addField(CusumEventFields.VAL_LOW, cusumLow);
            event.addField(CusumEventFields.VAL_HIGH, cusumHigh);
            event.addField(CusumEventFields.DECISION_LOW, decisionLow);
            event.addField(CusumEventFields.DECISION_HIGH, decisionHigh);
            return event;
        }
}

class Event {
    public void addField() {}
}",0
83291,AggregationProgram,getKeyedStream,"class AggregationProgram {
      private DataStream<Event> getKeyedStream(DataStream<Event> dataStream) {
        if (bindingParams.getGroupBy().size() > 0) {
          KeyedStream<Event, Map<String, String>> keyedStream = dataStream.keyBy(getKeySelector());
          if (bindingParams.getTimeWindow()) {
            return keyedStream
                    .window(SlidingEventTimeWindows.of(Time.seconds(bindingParams.getWindowSize()), Time.seconds(bindingParams.getOutputEvery())))
                    .apply(new TimeAggregation(bindingParams.getAggregationType(), bindingParams.getAggregateKeyList(), bindingParams.getGroupBy()));
          } else {
            return keyedStream
                    .countWindow(bindingParams.getWindowSize(), bindingParams.getOutputEvery())
                    .apply(new CountAggregation(bindingParams.getAggregationType(), bindingParams.getAggregateKeyList(), bindingParams.getGroupBy()));
          }
        } else {
          if (bindingParams.getTimeWindow()) {
            return dataStream
                    .timeWindowAll(Time.seconds(bindingParams.getWindowSize()), Time.seconds(bindingParams.getOutputEvery()))
                    .apply(new TimeAggregation(bindingParams.getAggregationType(), bindingParams.getAggregateKeyList()));
          } else {
            return dataStream
                    .countWindowAll(bindingParams.getWindowSize(), bindingParams.getOutputEvery())
                    .apply(new CountAggregation(bindingParams.getAggregationType(), bindingParams.getAggregateKeyList()));
          }
        }
      }
}

class DataStream {
    public void countWindowAll() {}
    public void keyBy() {}
    public void timeWindowAll() {}
}

class Time {
    public void seconds() {}
}",1
83292,AggregationProgram,getKeySelector,"class AggregationProgram {
      private KeySelector<Event, Map<String, String>> getKeySelector() {
        List<String> groupBy = bindingParams.getGroupBy();
        return new KeySelector<Event, Map<String, String>>() {
          public Map<String, String> getKey(Event event) throws Exception {
            Map<String, String> keys = new HashMap<>();
            for (String groupBy : groupBy) {
              keys.put(groupBy, event.getFieldBySelector(groupBy).getAsPrimitive().getAsString());
            }
            return keys;
          }
        };
      }
}

class Keys {
    public void put() {}
}

class Event {
    public void getFieldBySelector() {}
}",1
83293,EventRate,apply,"class EventRate {
      public void apply(TimeWindow timeWindow, Iterable<Event> iterable, Collector<Float> collector)
              throws Exception {
        collector.collect((float) Iterables.size(iterable) / timeWindowSize);
      }
}

class Collector {
      void collect(T elem);
}

class Iterables {
    public void size() {}
}",1
83294,MqttConnectUtils,getAlternativesOne,"class MqttConnectUtils {
        public static StaticPropertyAlternative getAlternativesOne() {
            return Alternatives.from(Labels.withId(ANONYMOUS_ACCESS));
        }
}

class Alternatives {
      public static StaticPropertyAlternative from(Label label, boolean selected) {
        StaticPropertyAlternative alternative = new StaticPropertyAlternative(label.getInternalId(),
            label.getLabel(), label.getInternalId());
        alternative.setSelected(selected);
        return alternative;
      }
}",1
83295,MqttConnectUtils,getAlternativesTwo,"class MqttConnectUtils {
        public static StaticPropertyAlternative getAlternativesTwo() {
            return Alternatives.from(Labels.withId(USERNAME_ACCESS),
            StaticProperties.group(Labels.withId(USERNAME_GROUP),
                    StaticProperties.stringFreeTextProperty(Labels.withId(USERNAME)),
                    StaticProperties.secretValue(Labels.withId(PASSWORD))));
        }
}

class Alternatives {
      public static StaticPropertyAlternative from(Label label, boolean selected) {
        StaticPropertyAlternative alternative = new StaticPropertyAlternative(label.getInternalId(),
            label.getLabel(), label.getInternalId());
        alternative.setSelected(selected);
        return alternative;
      }
}",1
83296,MqttConnectUtils,getMqttConfig,"class MqttConnectUtils {
        public static MqttConfig getMqttConfig(StaticPropertyExtractor extractor, String topicInput) {
            MqttConfig mqttConfig;
            String brokerUrl = extractor.singleValueParameter(BROKER_URL, String.class);
            String topic;
            if (topicInput == null) {
                topic = extractor.singleValueParameter(TOPIC, String.class);
            } else {
                topic = topicInput;
            }
            String selectedAlternative = extractor.selectedAlternativeInternalId(ACCESS_MODE);
            if (selectedAlternative.equals(ANONYMOUS_ACCESS)) {
                mqttConfig = new MqttConfig(brokerUrl, topic);
            } else {
                String username = extractor.singleValueParameter(USERNAME, String.class);
                String password = extractor.secretValue(PASSWORD);
                mqttConfig = new MqttConfig(brokerUrl, topic, username, password);
            }
            return mqttConfig;
        }
}

class Extractor {
    public void singleValueParameter() {}
    public void selectedAlternativeInternalId() {}
    public void secretValue() {}
}",0
